gene_name,cont1,chlor1,nor1,cont2,chlor2,nor2,r_chlor1,r_chlor2,r_nor1,r_nor2
ada,0.0003422342403244888,0.00039056029680520647,0.00027416637901926503,0.0003403724603468635,0.0003374610060806338,0.0003093864168738901,0.1905611888074891,-0.012393505693510797,-0.3199324433029143,-0.13770445388175653
add,0.0001585529651405851,0.00010515745782876655,0.00011027790030877812,9.899888651767844e-05,0.00010770741597237622,0.00012684521149668334,-0.5924136874333845,0.12163338330356135,-0.5238211541037121,0.3575848537983264
ade,0.0003033187159211194,0.00028299727621565116,0.00019892346196423517,0.00039038220714445365,0.00028444094682488207,0.0002923234823324581,-0.10004635297996606,-0.45675813546496,-0.6086210760794234,-0.417321573760021
adhE,0.00063732510251461,0.000651220204527819,0.0005723164378498208,0.0004475362034845567,0.0005875556252115384,0.0004867765476725513,0.03111597511416019,0.39272104727244456,-0.15521644172361795,0.12125526830541741
adhP,0.00033333926331800427,0.00029657152322295924,0.0003313039691579283,0.0002786257321580022,0.0002971124075275146,0.00029361125097709446,-0.1686111824510527,0.09268035139883389,-0.008835771813423394,0.07557874977396732
adiA,0.0002230415484375973,0.00019656884273874009,0.0001356723848148507,0.00017554441733031643,0.0001794012067899022,0.00016000525409607012,-0.18227781751593974,0.03135347865129006,-0.7171853821418989,-0.13371683661073377
adiC,0.00040094108856728603,0.0004273310418629778,0.00029391764474621034,0.00046335561318583515,0.0004545052878338972,0.00036830183236600443,0.09196384710241665,-0.02782276968894127,-0.4479783020580927,-0.3312312739834476
aegA,0.00011874794303656726,0.00010361102462540232,0.0001029887427190721,0.00011634920683520972,0.00010270552358975813,0.00010752868182713767,-0.19672500346961766,-0.17994760267307622,-0.20541587226158137,-0.11373984516161138
aer,0.00020124885477171042,0.00021409508571020117,0.00022431794647030773,0.0002235129499729029,0.00021141331803865794,0.00021280376852616167,0.08927110737128569,-0.08029215866500228,0.1565644738597432,-0.07083472156440376
aes,0.00011474520338364925,9.965902866124933e-05,7.453751470763894e-05,9.134433343641464e-05,0.00011337622733934339,9.207545809150111e-05,-0.20336142909046803,0.3117310296702096,-0.6223952254590474,0.011501436043211086
afuB,3.980502210401786e-05,6.495019454129698e-05,8.135640406575102e-05,4.4396407871330026e-05,4.801816687313367e-05,4.893520849618241e-05,0.7063833832746679,0.11313737639034804,1.0313054501972678,0.14042989412393495
afuC,7.872054650738728e-05,9.484790313967178e-05,7.594831940242074e-05,7.70558343513889e-05,0.00011304276784716884,9.94801277981603e-05,0.2688756430130232,0.552892594608029,-0.051722195564273356,0.3685041651083736
agaA,7.182693932736184e-05,9.123955899848862e-05,4.4440347885627005e-05,0.00012400375991647352,0.0001033724425741072,0.00010430926021554672,0.3451344324280804,-0.2625322275347794,-0.6926549306480528,-0.24951662419207812
agaB,6.315433674603951e-05,4.75957774813208e-05,4.655655492779972e-05,5.868490695635578e-05,5.33535187479263e-05,4.796938201270512e-05,-0.40804821713764233,-0.13740608526024883,-0.43989749960027286,-0.29087565395313575
agaC,0.0002452789909538084,0.0001884930248989492,0.0001601263328577354,0.0001316583129977373,0.00017073125999336413,0.00015807360112911556,-0.37991252887033805,0.3749286153735097,-0.6152130877545122,0.26379783542051705
agaD,0.0005012319543153982,0.0004890165440860614,0.00038068213347529166,0.00048478836181337385,0.0004781809117782894,0.0004893520849618241,-0.035595117327887504,-0.019798523719641612,-0.39689153004485594,0.013517781641715763
agaI,0.00011919269188689147,0.00010464198009431181,0.0001074562909192145,0.00010257101128893488,0.00010737395648020167,0.00010141178076511487,-0.18783403623358833,0.06602105773245237,-0.1495458355749034,-0.016397796262571655
agaR,0.0002672940590448574,0.00027337502517249605,0.00023419357933378038,0.0002342293242866722,0.0002430919697952392,0.00024435410031975295,0.032453675937713984,0.05358053170989323,-0.19072624881830533,0.06105160853073643
agaS,0.00047877213737402495,0.0005491556131057808,0.0005523300380070785,0.00042406224070201437,0.0004931865889261437,0.00045651398452359646,0.1978758250785946,0.21785754112548716,0.20619139366976216,0.10638302699824974
agaV,6.671232754863328e-05,6.288828360347803e-05,4.7026823159393655e-05,8.21588697388981e-05,5.768849214619531e-05,6.18128949425462e-05,-0.0851621158939867,-0.5101327796811282,-0.5044695008963568,-0.41050850086438295
agaW,9.361963299324872e-05,0.00010515745782876654,0.00015401284584701423,9.542676174642201e-05,9.603633374626734e-05,0.00010817256614945586,0.1676681559441072,0.009186412351439705,0.7181676731832158,0.18086883942020152
agp,0.00040405433051955556,0.00038660830084105344,0.0003096716305046072,0.00041691799115950147,0.00043082966388950487,0.0003843989404239592,-0.06367668181186467,0.047353957345005505,-0.3838100741528019,-0.1171592703518004
ahpF,0.0001234178059649716,0.00015893896812354418,0.000192809974953514,0.0001433952943890085,0.00015472520436898626,0.00018576062698879767,0.3649223304840576,0.10971054570340963,0.643629138092777,0.37344706495363383
ahr,0.0003733666598471843,0.00032646923182133407,0.0002772231225246256,0.00034139306742436536,0.00033312603268236484,0.0003167910865805493,-0.19364607540086817,-0.035365662052278535,-0.4295455121324682,-0.10790201877314301
aidB,0.00037536802967364326,0.0003369506124219137,0.0003320093715053192,0.00028934210647177155,0.0003564681971345826,0.0003486633605352997,-0.15576863219718437,0.3009970835750259,-0.1770818156112054,0.2690584791951762
ais,3.1577168373019756e-05,3.7973526438165694e-05,2.280800923230592e-05,3.674185479006623e-05,3.568016566267571e-05,2.221400911997754e-05,0.266112176204601,-0.042302144244401374,-0.4693412774927551,-0.7259546681350654
alaA,0.00011318858240751448,0.00012423013400359183,0.0001747046480371474,0.00011124617144770053,0.00013104958042459397,0.0001294207487859561,0.1342867271932738,0.236357048278444,0.6261895542877002,0.2183132429310802
alaC,0.0002750771639255313,0.0002481166161842139,0.00018998836556395035,0.00029087301708802433,0.0002914435961605474,0.00023759331493541198,-0.14881802177134718,0.002827231245258182,-0.5339253023997759,-0.29189522646263
alaE,0.00011052008930556914,9.6394336343036e-05,9.664012159255396e-05,0.00011175647498645145,9.670325273061642e-05,0.00010463120237670582,-0.19728834463564168,-0.20872209878947484,-0.193614458055804,-0.09504527515627859
aldA,0.00018368127518390365,0.0001762933851835204,0.00015142637057324757,0.00024290448444543784,0.0001794012067899022,0.00016386856002997924,-0.05922621949453973,-0.4371995299545552,-0.2785880934800291,-0.5678500407031704
aldB,0.00021814931108403082,0.00018247911799697725,0.00018716675617438675,0.00013676134838524651,0.00016239477268900068,0.00018254120537720676,-0.25758453909723333,0.2478446424213337,-0.2209917058507903,0.4165616110135345
alkA,0.00012430730366562003,0.00012835395587922974,9.758065805574183e-05,0.0002112656650428808,0.00015539212335333535,0.00015871748545143372,0.04621669626389831,-0.44314494204828087,-0.34924394678410375,-0.4125972445923358
alkB,0.0001034041077003816,8.969312579512441e-05,8.206180641314194e-05,5.91952104951067e-05,8.269795405928577e-05,7.565640787238727e-05,-0.20522417310765761,0.4823711860560672,-0.333510679960942,0.3539818279665053
allA,0.0006030794410396449,0.000617714151788261,0.0006863564840113504,0.0007424916488825884,0.0006272373047803086,0.0006670641579216445,0.034591328508167964,-0.24336343347568684,0.1866100321907231,-0.15454927358001413
allB,0.0004458607224500325,0.0004182242685542774,0.0005064788854266697,0.0004373301327095383,0.0004755132358408931,0.0005096344411148471,-0.0923163323107027,0.12076274312815213,0.1839090130267243,0.22074002255375963
allC,0.0005779511309963264,0.0005005288801555506,0.0004700330974781396,0.0003750731009819261,0.000504524211660078,0.00046424059639141476,-0.20749419601400035,0.4277517032897744,-0.29818516190277355,0.3077008860461738
allD,0.00012208355941399892,0.00010120546186461355,0.00013167510484630223,7.399401311888336e-05,9.036752237930017e-05,7.018339113268267e-05,-0.2705817788568864,0.2883958221357013,0.10911367776456697,-0.07627888870892988
allR,0.0002672940590448574,0.0002484602680071837,0.0002605286003030409,0.0003092439444830574,0.00028277364936400934,0.00028298715965884437,-0.105412607442216,-0.129097658112988,-0.03698601483719767,-0.12800875180046864
allS,0.000539035606592957,0.0005238972041174987,0.00043405757776120347,0.0005485763041572387,0.0005225310242375032,0.0004742208033873467,-0.04109681214535101,-0.07017560920747816,-0.3124941460023771,-0.21013335291189508
alpA,5.937397151828362e-05,4.8970384773200105e-05,6.44267477283693e-05,3.7762461867568065e-05,4.268281499834104e-05,3.831111717793228e-05,-0.2779210863175983,0.17670250516781447,0.11782915109777223,0.020810274208071633
alr,0.0005047899451179919,0.000539017884328171,0.0004498115635196003,0.0005108138422896707,0.0005525423785332118,0.0005231560118835291,0.09464996798317694,0.11328749918222256,-0.16636242400736564,0.034443620496264135
alsA,0.00013520365049856346,0.00010361102462540234,0.00012509134960398712,0.00010869465375394592,0.00010403936155845628,8.885603647991016e-05,-0.38395658522564896,-0.06315153056682574,-0.1121520781175966,-0.29073928691859113
alsB,0.00030109497166949824,0.00029261952725880626,0.0003235445433366284,0.00029852757016928807,0.00028510786580923116,0.00030648893742345825,-0.0411925675786026,-0.06635633390074243,0.10374573095190061,0.037970825366254804
alsC,0.00022793378579116373,0.00017594973336055057,0.00016576955163686265,0.00014849832977651767,0.00016272823218117522,0.0001487372784555018,-0.3734514580749568,0.1320178654513665,-0.4594357472818531,0.002319575036851407
alsE,0.0002492817306067264,0.00019347597633201163,0.00016294794224729902,0.0002347396278254231,0.00015705942081420803,0.00018576062698879772,-0.3656227144073457,-0.5797509305348281,-0.6133660208434135,-0.3376166657698146
alsK,0.0006626757869830906,0.0006639353219777026,0.0005565624520914239,0.0006567606543724338,0.0006535806046620972,0.0005585696496110294,0.0027394998041012377,-0.007002528421367143,-0.25175962479010977,-0.23363051422600062
alx,0.00026084520071515614,0.00026529920733270513,0.0001979829255010473,0.00021126566504288082,0.000258431106435268,0.0002639925721504577,0.02442647555742354,0.2907214134590385,-0.39781787513731276,0.3214390185351985
amiA,0.0007765314926660915,0.0008221869864553071,0.0005765488519341663,0.0009920300793317882,0.0008786657618799112,0.0007784561456826912,0.08242210206179963,-0.17506938628444,-0.42960158011385907,-0.3497680978275794
amiB,0.0006729050105405477,0.0006311165728840841,0.0005946541788505327,0.0007496358984251013,0.0005952251935315528,0.0006403429585454395,-0.09249635516722805,-0.3327544508430538,-0.17835195072869944,-0.227345243193458
amiC,0.0008372397107353478,0.0009259698369921942,0.0007359697824445106,0.001044081040284382,0.001001045395507967,0.0008434884622368284,0.1453244581483075,-0.060726297327876676,-0.1859942079145108,-0.30779345679143805
amiD,0.00021548081798208548,0.000224232814487811,0.0002706393672823105,0.0002857699817005151,0.00024075775335001743,0.000241134678708162,0.057437972360017416,-0.24727211926103135,0.32881226254194895,-0.24501523195713754
amn,9.495387954422137e-05,0.00010120546186461355,8.323747699212678e-05,0.0001265552776102281,9.203481984017286e-05,0.00010785062398829676,0.09198830052782199,-0.4595159828119422,-0.18999370971269347,-0.23073314851266233
ampC,0.00044452647589905984,0.00038471821581471943,0.00035293630781124935,0.00028679058877801694,0.0003678058198685169,0.00032773712005995854,-0.20846720757417858,0.3589466261672204,-0.3328614952991401,0.19254140238384723
ampD,0.0005505990767013867,0.0004922812364042747,0.00038585508402282494,0.00048019562996461557,0.000513194158456616,0.000448465430494619,-0.16151943925214574,0.09588247439643735,-0.5129430758757525,-0.09862549359820602
ampE,0.0002828602688062051,0.0002238891626648412,0.00021914499592277443,0.00023627053844167586,0.00020174299276559633,0.00021602319013775263,-0.3373048503983691,-0.22792118030151537,-0.36820381080527564,-0.12925355053097465
ampG,0.00029953835069336347,0.00021959351487771834,0.00019868832784843818,0.00022198203935665012,0.00018740423460209113,0.00021859872742702538,-0.4479052781974574,-0.24428939971840047,-0.5922336044679571,-0.02215794996228082
ampH,0.00011607944993462192,0.00010086181004164373,7.641858763401469e-05,7.909704850639257e-05,6.935957437230418e-05,6.953950681036448e-05,-0.2027325671419806,-0.1895288163363814,-0.6031170888292684,-0.18579102658169078
amtB,0.00035201871503162164,0.0003525867703670408,0.0003134337763573587,0.0004276343654732709,0.0003961498767033528,0.0003982424533538003,0.002326211787724484,-0.1103314421018219,-0.1674914752234086,-0.10273077219390407
amyA,0.00033111551906638324,0.0003427926934124007,0.0002478313580500046,0.0003143469798705666,0.00035980279205632796,0.00033868315353936774,0.05000172884545967,0.1948484795898796,-0.41797588712008593,0.10757832512647912
anmK,0.0003271127794134652,0.0003142695921059052,0.00025606105210289847,0.00031281606925431387,0.00031545267959711423,0.0002591634397330713,-0.05778543518826215,0.012108980445377743,-0.35330029271312363,-0.2714524141597242
ansA,0.00028508401305782626,0.0002998362155411726,0.00020997476540669268,0.0002857699817005151,0.00031111770619884525,0.0003274151778987994,0.07278751079612501,0.12260612470355624,-0.4411711816727188,0.19626682344161148
ansB,0.00040961369114860837,0.0004866109813252726,0.0005920677035767661,0.0005378599298434695,0.0005288667545888194,0.0005650084928342114,0.24850494030951342,-0.024326225136472274,0.5314982214524803,0.07104204008378652
ansP,0.0003195520489579535,0.0002608317336340974,0.00027063936728231045,0.000274033000309244,0.00024776040268568273,0.00025369042299336667,-0.29293153472401867,-0.14540400665005254,-0.23967922850030698,-0.11128058199995865
apaG,0.00014876849043345223,0.0001792144256787639,0.00022149633708074413,0.00014798802623776675,0.00018740423460209113,0.0001915555858896614,0.26861777819615656,0.3406731010027557,0.5742138487961218,0.3722826447094494
apaH,0.00023616163952216182,0.0001585953163005744,0.00011121843677196598,0.00017299289963656182,0.0001687305030403169,0.00014036678226536534,-0.5744244768405274,-0.035992017645269776,-1.086378677639959,-0.30151126183033944
apbE,0.00029864885299271497,0.00027956075798595285,0.0003216634704102526,0.0002531105552204562,0.00027143602663007505,0.00029908426771679906,-0.09528831743706283,0.10084454467613611,0.10710192528325511,0.24078435252485564
aphA,0.00032622328171281675,0.00033523235330706457,0.00029626898590418005,0.00029699665955303534,0.00031045078721449616,0.00027847996940261703,0.039301643253488214,0.06391788544727395,-0.13895213746131155,-0.09287314385511874
appA,0.00011140958700621759,0.0001168416198097406,0.00012485621548819016,0.00010767404667644408,8.569908948885663e-05,9.819235915352391e-05,0.06868087926034501,-0.32931876871654286,0.16439425743374472,-0.1329878797278586
appB,0.00046409542531332555,0.0005464063985220222,0.0005085950924688424,0.0005643957138585173,0.0005752176240010805,0.0005559941123217567,0.23555290132973414,0.027400847114950947,0.13209606462694323,-0.021637426176704753
appC,0.0001887958869626322,0.00016375009364512176,0.00010863196149819935,0.00015360136516402687,0.0001423872031585283,0.00012813298014131974,-0.2053316033252449,-0.10937154634244779,-0.7973787023121814,-0.26154917968697516
apt,0.00020391734787365574,0.00021650064847098996,0.00029556358355678914,0.000203611111961617,0.00020874564210126165,0.0002514368278652531,0.08638683111007618,0.03592978150703655,0.5354840106502529,0.3043796784487117
aqpZ,0.00043185113366481947,0.000393309511388965,0.0003200175315996738,0.00034547549573437275,0.0003584689540876298,0.00035735579888659523,-0.13486900154565412,0.0532647916985897,-0.43238313409039825,0.04877781419154945
araA,0.00019591186856781977,0.00019485058362389096,0.00020386127839597148,0.00018881230933784034,0.00020741180413256347,0.000193487238856616,-0.007836547660333176,0.1355451804110543,0.057382974126220586,0.035285596723951415
araB,0.00037625752737429176,0.0003689102319581074,0.00033835799263183736,0.000299037873708039,0.00032412262639365226,0.0003222641033202539,-0.028450640943325285,0.1162115199802972,-0.1531699765548525,0.10791528094282371
araC,0.0004772155163978901,0.0004793942930429063,0.00037033623238022506,0.000330676693110596,0.0004071540399451126,0.00033288819463850403,0.0065717822778794495,0.3001533528995428,-0.3658052476570812,0.00961634395938813
araD,0.00011318858240751448,0.0002216554258155373,0.00028874469419867707,0.00019340504118659863,0.00022641899518651223,0.00014583979900506994,0.9695902405527727,0.2273695968704041,1.3510659991192837,-0.40724092159577885
araE,0.00048522099570372614,0.0004771605561936025,0.0003933793757283279,0.0005383702333822205,0.0004888516155278747,0.0005720912203797115,-0.02416718818690968,-0.139202024663972,-0.30272065646045526,0.08764655896320857
araF,0.0005034556985670192,0.0004582597059302621,0.00040560634974977025,0.0004786647193483628,0.0004831828041609076,0.00046778196016416477,-0.13569939696310437,0.01355363783831704,-0.3117845964541894,-0.03317924835345729
araG,0.000825676240626918,0.0008709855453170222,0.0008246153440999677,0.0009935609899480407,0.0009123451705895396,0.0009024038777289427,0.0770725850525876,-0.12302878303763276,-0.0018548847771285857,-0.13883526315872274
araH,7.093744162671339e-05,7.268236055811805e-05,4.2794409075048226e-05,5.103035387509198e-05,5.3686978240100836e-05,6.696396952109172e-05,0.035057975672931944,0.07321655913665627,-0.7291249737413735,0.39202940489544563
araJ,0.0003142150627540628,0.0002630654704834013,0.0002638204779241984,0.00026382692953422557,0.00025509651151352263,0.00026721199376204867,-0.2563304465162999,-0.04854866193815656,-0.2521957899003474,0.01839293244843022
arcB,0.0003455698567019204,0.0003407307824745818,0.00034494174787415245,0.0004041604026907285,0.00033145873522149206,0.0003831111717793228,-0.020345089861010426,-0.2860987077205598,-0.002624632909520662,-0.07716488535522577
arcZ,0.00026684931019453314,0.00022698202907156962,0.00016741549044744142,0.0002520899481429544,0.0002210836433117196,0.0002224620333609345,-0.2334472029312016,-0.18934630067532573,-0.6725922597046837,-0.18037945466734115
arfB,0.000142319632103751,0.00012560474129547116,0.00019163430437452915,0.00013676134838524651,0.0001050397400349799,0.00012169413691813783,-0.18024376261707328,-0.3807253012737296,0.4292211540558769,-0.1684008897076219
argA,0.00021236757602981598,0.0001575643608316649,0.00017517491626874135,0.0001439055979277594,0.0001753996928838077,0.00015742971680679735,-0.43062226301020506,0.2855235076902727,-0.27776730774878794,0.12958517908251813
argB,0.00016388995134447576,0.00019863075367655903,0.00016106686932092326,0.0002515796446042035,0.00021908288635867239,0.0001793217837656158,0.27736160972346097,-0.19953840525881794,-0.02506763142238119,-0.48846444250880194
argC,0.0001258639246417548,0.00011907535665904447,9.593471924516305e-05,0.00013829225900149927,0.0001287153639793722,0.00012137219475697874,-0.07998996437681705,-0.10353613328902704,-0.3917399010355874,-0.18828245155612924
argD,0.0002793022780036114,0.0002670174664475543,0.000267112355545356,0.00025668267999171267,0.00027343678358312227,0.00025240265434873035,-0.06489322416606542,0.09122138049668287,-0.06438062956214559,-0.024258869161240662
argE,0.0001294219154443486,0.00014141272515208312,0.000126031886067175,9.848858297892753e-05,9.870400968366366e-05,0.00012105025259581966,0.12783001383119338,0.0031521991576335473,-0.038293152625712014,0.29757769093863495
argF,0.00020147122919687252,0.0001719977373963976,0.00015659932112078087,0.0001285964917652318,0.0001500567714785427,0.00013264017039754704,-0.22818424489238975,0.22265713851388427,-0.3634958731501737,0.04466648021237947
argG,0.00022571004153954262,0.0002457110534234251,0.000229726031133638,0.0003194500152580758,0.00028444094682488207,0.0002527245965098894,0.12249215591106477,-0.16746104481756427,0.025443739720645998,-0.33802412662455117
argH,0.0002755219127758555,0.0003118640293451165,0.0004044306791707855,0.00036078460189690033,0.0003347933301432375,0.000322586045481413,0.17875009706036316,-0.10786698006186284,0.5537253772736582,-0.16145373508511257
argI,0.00012742054561788957,0.0001371170773649603,0.0001387291283202113,0.0001229831528389717,0.00013471763483851392,0.00011300169856684227,0.10581034378329275,0.1314780173185973,0.12267281531709824,-0.1221162393963231
argK,0.00031777305355665654,0.00031856523989302806,0.00036633895241167656,0.00036894945851691506,0.00033245911369801575,0.0003914816679694593,0.0035920638475660576,-0.15024627175615796,0.20518231679065216,0.08552155302154585
argO,0.00048410912357791557,0.00040877384342260717,0.00039737665569687636,0.000337310639114358,0.0004011517690859709,0.00041176402412248223,-0.24402939944522056,0.250070336465149,-0.28482516119386075,0.2877399639030231
argP,9.962374247262572e-05,0.0001018927655105532,7.289157589706016e-05,9.287524405266742e-05,9.303519831669649e-05,0.0001055970288601831,0.03249010880625103,0.0024825424272552684,-0.4507375169585675,0.1852032409484651
argR,0.00019769086396911667,0.00028505918715347007,0.00044769535647742756,0.00021687900396914094,0.0003087834897536235,0.0004404168764656417,0.5280152984439446,0.5097052230319363,1.1792711543029726,1.0219793603899117
argT,0.0005288063830354998,0.0005933148723574034,0.0005535057085860632,0.0005970551403385762,0.0006078966542341852,0.0005675840301234841,0.16605835542558245,0.025961902365131205,0.06585860511758763,-0.07303017862150739
